X	Y	Z
431	490	16477
442	486	16474
451	479	16494
456	480	16502
451	480	16489
439	492	16476
430	506	16461
425	509	16457
422	491	16447
420	492	16439
430	500	16461
432	491	16471
426	479	16471
420	485	16507
439	500	16514
444	499	16471
431	506	16452
436	511	16441
427	515	16441
422	523	16442
421	519	16439
438	498	16474
451	479	16520
445	485	16552
450	494	16540
453	486	16523
444	483	16520
428	499	16475
421	498	16449
425	494	16458
417	501	16468
423	495	16480
424	482	16478
419	480	16492
441	489	16502
450	494	16495
442	503	16478
454	504	16458
448	503	16470
430	503	16470
430	495	16460
434	487	16476
448	485	16480
444	496	16473
431	498	16475
439	502	16472
445	508	16461
447	506	16449
452	512	16453
434	498	16474
428	479	16483
431	488	16483
430	504	16486
432	501	16492
434	487	16494
439	488	16489
434	500	16490
432	491	16477
441	491	16472
441	490	16471
425	482	16459
420	472	16474
435	467	16491
433	476	16486
428	479	16488
443	498	16487
439	503	16483
428	501	16478
432	492	16461
427	486	16458
420	491	16457
419	494	16455
427	501	16467
430	490	16484
410	489	16500
417	499	16484
433	502	16465
431	500	16464
435	502	16463
428	493	16469
424	489	16450
423	491	16453
413	495	16478
425	496	16485
436	484	16490
436	497	16489
440	503	16482
458	502	16491
453	511	16480
428	502	16466
415	495	16467
423	495	16467
428	506	16481
417	510	16489
419	498	16481
425	491	16476
425	493	16475
429	500	16476
437	502	16477
449	485	16461
466	482	16470
457	496	16494
437	499	16500
444	498	16496
455	509	16493
447	494	16493
436	488	16476
425	501	16473
424	498	16479
431	496	16477
433	500	16476
438	498	16467
444	497	16470
445	494	16479
451	473	16476
443	475	16476
440	492	16502
437	484	16508
430	476	16486
437	498	16486
438	508	16467
443	512	16441
443	523	16450
420	511	16445
417	493	16458
431	491	16496
432	493	16513
448	503	16509
461	510	16496
461	513	16478
444	501	16452
419	482	16456
420	486	16469
428	491	16484
437	497	16492
433	511	16484
435	501	16493
439	489	16491
441	488	16492
443	483	16493
434	486	16487
435	498	16488
432	491	16449
440	478	16437
445	482	16452
444	484	16454
454	498	16472
458	505	16486
458	490	16505
442	473	16507
439	477	16489
439	487	16486
422	494	16480
428	507	16466
434	507	16457
439	501	16469
443	500	16478
437	495	16459
428	495	16464
418	499	16479
424	506	16477
425	504	16495
421	504	16495
435	506	16485
448	506	16491
443	492	16491
443	482	16492
436	481	16500
428	487	16503
427	491	16485
428	484	16472
432	492	16476
426	494	16480
432	490	16476
434	492	16482
427	499	16501
425	489	16490
426	489	16473
431	498	16468
444	493	16469
445	489	16474
437	486	16475
445	495	16485
451	514	16511
435	511	16508
423	504	16488
430	495	16493
426	474	16486
408	484	16463
423	501	16459
438	483	16480
426	474	16495
432	482	16479
432	488	16470
431	491	16483
441	482	16493
432	471	16491
436	479	16485
445	499	16474
444	500	16463
452	484	16475
450	494	16482
435	509	16472
442	508	16468
445	500	16474
439	489	16482
441	486	16475
436	478	16464
436	478	16466
448	482	16466
443	485	16472
425	504	16474
421	510	16471
435	501	16491
439	496	16501
433	502	16502
439	513	16482
443	519	16470
434	518	16475
425	500	16484
419	505	16486
413	512	16477
425	501	16476
431	498	16468
429	485	16469
438	483	16482
439	490	16477
437	488	16470
431	497	16491
433	503	16504
447	494	16501
439	484	16484
436	477	16480
440	485	16491
436	490	16490
440	498	16497
430	501	16492
422	500	16490
446	504	16480
462	492	16455
455	485	16464
439	491	16470
433	495	16475
437	489	16503
436	483	16509
426	490	16487
415	496	16478
421	487	16481
433	482	16480
424	474	16479
425	480	16456
430	484	16444
425	485	16476
436	501	16489
439	503	16476
422	494	16463
408	499	16464
430	487	16463
438	476	16451
423	497	16463
427	498	16477
426	489	16480
444	506	16477
459	507	16480
448	496	16506
436	500	16506
435	506	16478
446	506	16461
448	504	16451
446	496	16459
430	498	16476
427	498	16487
439	496	16492
450	506	16482
452	503	16475
438	489	16468
442	492	16462
441	500	16486
434	498	16499
437	492	16488
425	486	16486
426	500	16492
427	502	16484
412	480	16469
422	493	16468
439	503	16486
450	488	16510
450	485	16507
449	494	16487
444	491	16475
429	485	16461
430	485	16459
424	481	16469
418	493	16486
431	504	16482
429	511	16470
429	494	16461
448	472	16459
453	479	16476
438	488	16484
433	499	16474
435	501	16464
428	496	16479
438	504	16486
443	496	16483
444	489	16490
450	494	16497
458	490	16504
451	479	16503
437	476	16502
426	497	16519
426	500	16501
443	499	16464
432	502	16444
428	490	16438
423	498	16436
420	498	16465
435	496	16515
430	487	16523
433	484	16506
443	502	16479
442	502	16460
436	496	16457
442	491	16457
442	493	16451
451	493	16462
456	491	16481
442	490	16500
451	488	16502
461	498	16489
452	504	16482
428	501	16478
417	503	16485
416	498	16473
420	505	16467
421	487	16490
425	487	16493
442	503	16472
442	500	16466
437	513	16485
434	501	16485
433	499	16464
437	500	16469
430	484	16485
432	478	16483
456	490	16480
461	496	16481
445	489	16463
417	494	16451
405	510	16460
423	507	16468
428	486	16490
429	489	16500
449	499	16491
446	488	16489
428	486	16487
433	492	16469
437	507	16459
449	502	16471
451	496	16478
433	503	16476
421	485	16480
427	480	16472
433	493	16452
433	501	16455
432	496	16467
433	484	16474
450	490	16478
435	500	16478
423	491	16470
435	504	16456
442	511	16453
436	504	16457
428	487	16465
437	468	16477
434	488	16496
436	504	16502
445	499	16495
445	504	16499
444	509	16486
434	497	16483
429	488	16485
433	488	16482
438	494	16492
433	498	16495
438	501	16491
445	504	16491
441	501	16485
438	496	16462
433	487	16462
435	488	16470
437	499	16470
437	496	16481
438	503	16479
429	520	16473
431	512	16471
435	502	16480
424	491	16480
424	492	16469
429	489	16484
448	486	16511
450	502	16521
439	506	16507
446	498	16488
449	487	16469
435	493	16463
432	506	16474
439	498	16472
437	504	16473
440	518	16471
444	507	16476
437	492	16483
425	493	16469
426	507	16476
441	502	16481
448	491	16485
443	515	16480
429	518	16475
414	500	16462
416	510	16456
424	513	16479
436	495	16473
442	491	16468
434	496	16479
438	503	16483
447	496	16485
441	491	16495
442	495	16497
436	498	16485
428	500	16485
428	496	16482
427	500	16475
424	496	16480
435	494	16473
443	496	16481
442	495	16487
443	496	16476
426	492	16477
420	497	16476
427	516	16464
431	514	16472
433	490	16489
416	488	16519
416	487	16520
439	484	16484
434	488	16477
433	493	16460
452	498	16440
443	496	16450
421	498	16464
426	493	16482
428	492	16490
420	494	16473
415	493	16479
414	494	16477
422	492	16478
412	483	16485
409	484	16478
422	490	16483
431	483	16480
434	496	16476
426	502	16470
423	485	16474
432	479	16474
431	491	16469
434	494	16479
447	490	16485
444	489	16474
429	483	16471
418	486	16478
419	491	16466
428	486	16470
439	480	16478
426	484	16476
412	492	16475
436	515	16481
450	515	16491
448	506	16479
453	506	16471
440	493	16478
439	483	16476
443	477	16469
423	485	16483
406	488	16488
417	485	16476
429	488	16458
433	505	16463
445	503	16476
443	508	16458
439	511	16463
435	488	16464
427	487	16463
430	491	16478
444	495	16467
435	499	16457
412	499	16454
411	499	16471
422	489	16485
429	486	16487
436	489	16474
435	486	16466
429	493	16476
438	502	16459
439	500	16457
422	491	16479
421	503	16501
436	505	16505
444	492	16501
451	488	16489
450	481	16488
450	492	16483
457	500	16472
439	499	16479
429	505	16480
426	501	16478
419	485	16474
438	475	16466
451	489	16458
454	507	16469
452	496	16482
443	483	16486
435	478	16481
423	490	16467
433	506	16464
444	495	16468
443	488	16473
445	482	16478
431	482	16479
423	490	16485
438	484	16483
438	483	16472
432	498	16472
435	505	16482
425	502	16486
417	493	16479
430	490	16495
444	499	16497
438	489	16465
428	490	16468
454	502	16476
464	489	16472
445	499	16469
444	508	16463
452	507	16468
440	509	16465
422	498	16453
434	499	16473
446	493	16487
450	489	16478
444	495	16481
438	488	16484
432	498	16492
428	503	16496
429	496	16490
418	496	16472
420	485	16463
427	488	16480
412	499	16484
435	501	16478
452	496	16491
444	505	16485
460	510	16460
443	498	16454
427	491	16471
428	479	16488
426	485	16504
425	504	16504
419	503	16492
424	488	16490
431	481	16480
425	478	16463
441	482	16471
454	500	16484
448	500	16490
446	496	16504
442	504	16501
439	494	16485
434	488	16475
424	489	16472
423	498	16473
442	500	16477
438	473	16470
421	474	16447
433	492	16455
435	481	16480
420	492	16492
426	503	16487
431	496	16476
446	499	16475
446	497	16470
432	483	16457
435	475	16450
431	479	16457
431	488	16472
436	497	16485
428	500	16494
430	494	16487
425	486	16479
435	503	16465
460	502	16453
432	487	16454
424	485	16452
439	494	16456
441	496	16471
436	485	16485
429	486	16488
422	487	16496
420	486	16490
421	487	16473
418	493	16464
429	491	16473
434	487	16482
432	489	16475
440	492	16471
433	495	16485
433	505	16493
446	505	16486
443	490	16491
438	480	16497
433	486	16486
426	499	16474
442	507	16470
447	511	16468
427	499	16464
425	491	16473
418	495	16470
432	492	16464
437	483	16483
433	483	16490
438	494	16480
445	508	16487
445	499	16475
426	505	16460
428	526	16475
442	508	16484
425	497	16480
416	500	16474
421	493	16494
425	479	16504
444	478	16487
435	494	16470
426	500	16461
430	508	16463
428	498	16482
428	472	16497
439	494	16495
446	518	16498
443	497	16493
438	494	16470
446	505	16452
446	506	16467
444	500	16482
437	483	16469
417	495	16469
431	508	16492
446	492	16484
444	485	16469
454	497	16491
464	491	16512
454	491	16517
435	505	16509
430	502	16498
432	496	16483
421	484	16463
418	471	16450
424	465	16451
432	479	16465
448	494	16494
460	503	16507
446	509	16486
448	496	16483
445	491	16466
415	506	16440
418	500	16446
433	483	16469
433	477	16480
429	489	16463
436	492	16466
429	488	16495
431	498	16492
443	504	16489
432	516	16487
430	514	16474
441	495	16460
439	498	16459
428	493	16476
434	479	16486
437	490	16494
435	504	16494
437	501	16497
434	495	16479
441	494	16468
436	493	16473
422	494	16454
431	487	16440
437	488	16444
428	480	16458
450	468	16480
445	482	16505
438	483	16506
444	488	16497
428	504	16478
421	483	16462
419	481	16466
431	495	16468
435	496	16463
423	489	16452
424	505	16462
421	518	16481
432	504	16489
447	505	16491
449	501	16480
450	495	16474
442	482	16491
430	476	16480
427	499	16471
433	508	16490
428	497	16499
431	498	16485
451	499	16476
450	503	16488
453	508	16481
458	514	16473
437	496	16492
430	481	16499
446	494	16480
459	501	16474
451	502	16473
427	505	16469
434	497	16474
456	480	16475
451	478	16483
441	497	16494
437	505	16488
430	505	16488
430	511	16482
430	508	16461
420	503	16449
421	485	16459
439	480	16473
438	492	16481
419	483	16493
429	481	16469
442	491	16447
437	499	16465
431	495	16479
427	487	16466
416	493	16464
430	500	16478
443	497	16477
436	478	16472
424	493	16477
434	509	16492
453	512	16505
436	507	16491
430	489	16465
442	484	16469
442	487	16483
430	487	16469
434	489	16463
431	489	16461
423	480	16466
430	479	16488
446	483	16494
459	487	16482
453	495	16493
441	510	16491
451	514	16455
457	495	16457
453	489	16464
450	489	16477
444	496	16476
431	502	16464
428	482	16482
438	484	16494
440	494	16488
438	499	16485
441	500	16494
428	496	16495
420	488	16487
429	482	16478
422	491	16464
418	504	16469
427	499	16474
438	495	16471
443	503	16475
426	511	16474
429	512	16471
439	490	16464
416	480	16478
432	485	16504
451	483	16508
447	480	16496
444	486	16492
440	494	16479
440	494	16464
428	481	16461
414	478	16476
411	494	16489
434	498	16497
441	491	16503
432	490	16506
441	485	16486
439	496	16455
429	496	16454
428	488	16459
423	495	16459
427	498	16461
440	497	16476
435	495	16488
441	515	16497
450	522	16486
438	496	16461
439	486	16471
451	478	16482
451	483	16473
437	494	16478
436	493	16487
439	505	16482
427	518	16469
417	514	16468
420	490	16484
438	483	16492
448	484	16476
441	486	16456
432	486	16461
425	478	16483
424	482	16470
434	494	16449
429	509	16452
420	513	16463
423	511	16484
437	510	16502
439	491	16493
433	480	16470
444	493	16461
437	502	16470
426	509	16473
436	489	16468
450	479	16464
442	498	16470
428	501	16483
427	507	16500
425	502	16509
433	501	16499
443	499	16493
441	493	16482
440	506	16482
442	512	16473
446	499	16471
437	497	16487
432	506	16487
430	501	16487
435	497	16477
442	493	16478
442	486	16479
434	480	16471
428	484	16477
436	499	16487
440	492	16491
425	487	16490
431	495	16486
450	491	16484
436	492	16475
427	492	16457
434	489	16464
439	494	16478
447	504	16476
451	497	16470
437	486	16475
442	485	16487
445	495	16495
437	505	16492
422	511	16475
428	506	16465
443	497	16471
448	509	16480
450	505	16473
443	490	16477
444	486	16492
442	505	16482
442	518	16458
453	502	16453
444	509	16478
421	523	16490
422	513	16491
435	497	16482
430	486	16470
421	480	16462
430	484	16449
449	508	16459
458	509	16488
437	496	16488
436	507	16486
452	513	16480
441	510	16468
425	500	16472
423	494	16460
438	492	16457
454	485	16463
442	490	16478
432	498	16486
440	493	16481
439	498	16470
419	504	16466
429	504	16472
433	499	16464
416	482	16466
427	486	16452
433	498	16465
427	500	16489
427	505	16478
429	495	16486
415	486	16510
402	499	16511
419	508	16499
436	498	16493
436	484	16470
431	476	16457
433	486	16475
440	505	16482
449	515	16478
439	520	16477
420	499	16482
418	484	16492
416	490	16486
415	491	16475
416	505	16463
409	514	16452
426	506	16455
438	499	16463
423	488	16480
431	485	16505
426	480	16502
425	483	16489
455	500	16482
447	511	16466
440	508	16464
450	501	16470
433	504	16467
419	506	16471
409	495	16485
412	492	16499
421	502	16492
421	502	16492
435	493	16505
456	494	16504
464	498	16487
438	495	16454
422	491	16446
423	483	16459
424	489	16466
427	498	16483
423	508	16497
436	512	16483
425	503	16481
415	506	16475
428	497	16453
438	495	16446
437	509	16458
429	503	16469
427	485	16469
430	478	16487
434	484	16491
423	495	16487
424	512	16495
433	528	16491
445	509	16484
453	494	16486
440	492	16483
433	485	16480
431	490	16459
430	495	16449
434	491	16476
438	496	16486
446	498	16488
456	490	16494
460	493	16477
459	500	16462
448	500	16461
435	491	16469
426	483	16475
425	501	16466
429	515	16474
422	511	16479
429	513	16482
443	507	16482
429	499	16473
426	498	16460
440	504	16451
435	499	16468
432	486	16486
425	487	16479
419	507	16485
437	518	16495
435	506	16488
418	490	16484
427	482	16474
433	488	16475
434	514	16475
433	515	16481
420	501	16487
430	503	16472
443	496	16449
436	479	16453
441	479	16473
447	497	16481
448	505	16477
426	495	16468
406	496	16461
419	512	16460
423	507	16455
430	501	16458
446	498	16470
444	492	16498
437	492	16517
434	490	16497
424	494	16483
429	508	16471
430	511	16468
415	505	16476
421	508	16470
433	496	16472
433	495	16481
424	498	16475
433	498	16462
447	495	16468
450	485	16494
449	498	16489
429	505	16472
417	500	16474
436	490	16474
441	482	16467
419	486	16471
423	494	16471
434	500	16462
429	493	16454
433	487	16470
453	496	16497
457	500	16510
432	494	16506
423	501	16494
431	494	16499
430	486	16500
426	486	16485
428	499	16465
435	510	16460
443	494	16469
454	501	16478
452	507	16479
445	492	16486
446	484	16480
440	499	16473
438	503	16473
442	489	16481
430	483	16493
430	490	16485
437	509	16476
439	504	16480
442	487	16463
447	487	16442
434	501	16458
416	500	16465
431	494	16464
444	497	16474
434	500	16487
434	494	16489
434	503	16490
429	510	16490
433	495	16487
428	502	16476
426	509	16464
438	495	16463
428	499	16465
433	501	16499
448	497	16523
427	499	16498
422	496	16480
439	495	16466
429	489	16466
415	493	16471
415	493	16477
404	495	16490
417	509	16487
438	510	16485
432	504	16489
438	499	16489
441	489	16478
436	484	16470
434	491	16461
419	498	16455
418	495	16451
437	490	16454
448	496	16483
448	493	16483
439	488	16468
440	495	16468
445	501	16460
443	505	16455
450	494	16471
450	492	16482
433	500	16469
451	488	16474
451	488	16486
432	500	16483
446	504	16471
450	499	16475
442	494	16477
434	493	16480
429	495	16484
428	497	16490
439	493	16493
445	484	16481
440	483	16466
431	488	16452
428	502	16461
410	520	16478
403	524	16479
430	515	16495
451	505	16508
443	504	16506
440	480	16489
445	473	16455
449	497	16459
454	508	16477
447	508	16469
434	500	16481
429	506	16485
433	501	16477
440	480	16486
440	496	16484
431	497	16481
428	492	16481
419	514	16482
426	504	16485
439	486	16480
434	488	16477
444	486	16479
450	487	16474
444	490	16476
449	481	16476
431	488	16474
427	491	16464
446	482	16458
448	470	16466
457	479	16460
444	509	16471
432	504	16484
433	500	16489
426	502	16497
432	494	16500
452	511	16513
461	518	16512
439	516	16480
418	508	16464
423	495	16481
427	497	16474
423	494	16465
432	503	16473
430	508	16472
425	497	16483
420	499	16491
413	497	16477
437	484	16495
455	479	16499
449	490	16486
440	503	16480
434	498	16464
448	497	16463
449	496	16461
450	489	16464
455	492	16476
439	492	16482
430	487	16480
433	474	16481
439	476	16477
442	492	16473
441	510	16465
435	517	16444
424	514	16446
415	522	16474
428	517	16486
435	503	16488
423	489	16485
427	492	16483
442	500	16485
441	500	16480
431	493	16477
439	493	16482
458	502	16484
453	517	16490
436	518	16494
432	504	16500
437	494	16503
432	492	16473
425	495	16463
432	489	16470
442	493	16470
454	496	16473
437	492	16473
426	497	16482
446	496	16470
433	483	16455
421	478	16458
438	477	16470
423	491	16478
421	499	16490
438	492	16490
445	491	16467
437	490	16467
424	492	16475
431	501	16467
431	497	16463
432	504	16471
440	503	16479
434	482	16481
423	491	16487
442	506	16493
451	494	16472
445	485	16454
446	488	16464
439	498	16492
435	491	16502
444	484	16497
451	496	16500
435	512	16490
427	512	16463
423	505	16454
428	517	16456
440	508	16462
451	496	16475
450	498	16486
447	503	16488
450	504	16486
444	503	16507
427	497	16500
429	486	16488
437	491	16476
430	500	16458
439	501	16462
441	502	16467
443	494	16477
459	488	16499
459	486	16490
435	481	16477
422	481	16480
420	476	16473
424	478	16479
424	502	16478
414	511	16473
415	503	16485
426	502	16494
425	493	16476
422	492	16469
430	493	16491
437	488	16487
435	491	16481
425	483	16479
425	496	16473
425	508	16469
431	497	16448
420	489	16461
421	492	16485
435	494	16494
428	493	16501
437	504	16494
434	506	16482
427	507	16487
433	506	16487
443	493	16480
445	488	16488
429	495	16482
428	493	16490
433	485	16485
437	493	16477
442	497	16489
425	485	16469
409	487	16448
429	496	16443
449	488	16446
448	487	16457
449	493	16466
446	489	16474
436	489	16489
442	483	16478
438	484	16459
425	499	16455
426	504	16458
420	484	16465
420	475	16470
425	480	16460
434	477	16448
436	479	16460
423	487	16489
430	484	16511
445	480	16505
449	498	16491
440	499	16479
422	497	16483
423	492	16480
428	487	16456
417	486	16457
416	476	16483
435	484	16495
436	501	16475
434	510	16472
453	499	16479
460	490	16474
458	501	16463
450	501	16456
427	487	16458
421	479	16471
438	484	16481
436	506	16471
428	511	16479
427	504	16489
419	498	16485
424	499	16476
443	504	16467
451	511	16461
446	504	16460
433	499	16480
446	510	16489
461	529	16481
458	523	16481
445	501	16469
437	490	16474
436	481	16478
425	478	16471
418	485	16479
433	483	16480
442	485	16487
434	504	16493
448	506	16479
453	512	16467
433	509	16465
428	502	16467
439	497	16472
445	487	16488
439	493	16500
433	493	16485
432	493	16479
417	496	16476
427	493	16469
441	508	16465
437	509	16455
440	491	16448
441	486	16474
433	493	16502
429	488	16510
439	496	16503
445	511	16491
441	511	16471
433	502	16445
425	497	16436
421	491	16444
431	494	16467
449	496	16486
463	493	16492
459	502	16501
430	502	16495
424	504	16474
442	505	16461
443	500	16449
439	503	16447
440	496	16471
450	496	16490
441	496	16485
430	485	16491
436	483	16492
429	501	16478
417	513	16465
426	499	16460
443	490	16463
452	485	16466
446	493	16479
432	498	16486
442	491	16480
443	494	16471
434	509	16471
439	519	16471
435	500	16467
427	499	16467
435	504	16455
441	497	16451
444	506	16463
448	502	16477
447	487	16487
437	491	16494
436	506	16488
447	498	16484
442	483	16484
437	480	16484
437	484	16483
443	489	16478
439	496	16491
432	505	16480
425	506	16451
432	501	16445
439	490	16455
439	487	16478
447	502	16495
451	509	16497
446	508	16490
434	503	16490
428	502	16490
441	516	16474
445	523	16471
440	513	16470
440	490	16477
438	487	16477
430	501	16470
427	497	16476
419	486	16471
417	492	16476
439	494	16487
447	492	16493
452	506	16508
448	513	16515
443	500	16507
444	485	16476
425	484	16460
423	497	16469
430	507	16459
438	503	16454
446	496	16469
442	507	16495
447	520	16507
452	506	16497
454	491	16481
443	497	16478
423	491	16476
421	480	16474
430	489	16474
431	494	16482
424	486	16501
428	484	16493
440	491	16492
450	497	16485
452	514	16453
447	511	16454
447	495	16481
454	498	16492
457	492	16491
453	484	16489
444	493	16494
437	502	16455
429	497	16415
408	501	16453
414	503	16479
439	491	16485
435	492	16497
419	495	16493
424	498	16484
433	500	16453
429	498	16443
423	501	16468
423	500	16474
431	499	16479
426	495	16503
446	495	16503
447	501	16478
427	511	16457
431	508	16454
429	492	16469
425	483	16489
427	482	16493
440	483	16491
435	480	16494
417	489	16471
426	501	16451
436	500	16456
445	492	16467
445	488	16484
431	487	16489
430	499	16467
425	509	16463
429	488	16474
430	473	16475
422	483	16472
419	491	16486
426	483	16500
429	492	16482
441	506	16468
459	494	16478
445	498	16488
437	493	16478
448	490	16472
445	500	16483
442	501	16483
431	505	16488
420	495	16486
427	494	16485
435	501	16489
445	501	16480
447	499	16483
433	493	16493
418	504	16483
411	516	16481
410	507	16490
413	505	16482
420	512	16473
435	502	16477
450	477	16481
456	465	16479
457	485	16507
452	493	16518
451	497	16504
458	500	16507
448	487	16496
444	498	16493
454	513	16503
445	494	16491
432	480	16464
430	486	16453
435	490	16463
427	499	16496
429	505	16509
446	504	16481
439	515	16468
407	514	16473
409	501	16470
424	484	16451
420	475	16448
431	475	16482
444	465	16499
455	480	16498
450	507	16507
423	516	16496
419	513	16459
428	504	16439
433	503	16456
438	498	16466
431	482	16477
435	476	16480
443	485	16477
421	492	16481
430	513	16480
440	520	16491
432	501	16502
439	499	16488
434	501	16457
428	500	16465
431	499	16490
438	509	16471
440	511	16452
444	502	16436
454	500	16432
447	493	16448
452	502	16456
453	502	16481
428	496	16509
411	494	16493
409	495	16458
417	508	16459
437	498	16473
452	497	16477
445	505	16465
446	490	16482
449	476	16491
446	473	16478
439	481	16489
427	500	16498
428	512	16496
437	514	16466
425	518	16464
414	520	16472
420	516	16465
440	506	16462
434	512	16467
433	502	16497
451	490	16486
438	500	16464
425	511	16495
434	515	16500
431	513	16458
428	508	16455
441	505	16471
454	505	16458
465	497	16456
455	499	16499
446	502	16510
444	513	16495
438	524	16498
433	510	16495
424	495	16482
413	490	16456
417	490	16457
427	490	16463
437	498	16473
448	488	16480
453	489	16475
433	492	16472
427	495	16489
443	506	16492
440	494	16490
438	496	16493
444	503	16481
434	506	16485
428	508	16472
433	496	16465
439	490	16470
440	506	16476
433	517	16484
443	515	16479
436	508	16478
427	498	16495
436	484	16503
435	481	16500
430	487	16506
435	489	16482
448	492	16456
445	492	16461
448	491	16468
467	502	16462
444	487	16464
436	480	16480
452	502	16506
452	493	16526
444	489	16514
430	494	16489
434	493	16474
428	486	16456
421	476	16452
441	487	16458
457	502	16477
461	504	16480
441	497	16449
430	506	16442
435	503	16441
431	494	16443
440	510	16463
443	506	16498
431	493	16490
419	499	16458
431	508	16456
441	509	16461
449	505	16472
444	501	16475
458	500	16491
479	492	16512
453	493	16497
431	502	16481
439	510	16486
446	502	16483
439	487	16478
445	500	16480
442	511	16484
437	499	16499
418	487	16501
419	490	16480
442	516	16472
437	516	16476
427	497	16485
429	498	16486
432	495	16474
421	495	16474
410	504	16497
412	500	16500
422	477	16489
420	478	16481
408	494	16469
421	499	16465
452	509	16455
452	507	16454
442	495	16470
452	479	16483
450	485	16488
436	499	16472
432	505	16464
433	514	16465
430	501	16468
417	484	16483
418	498	16496
426	498	16490
420	489	16478
420	497	16487
434	507	16485
453	512	16473
456	496	16487
450	493	16503
458	501	16499
459	500	16508
451	487	16488
442	486	16463
441	493	16472
437	491	16468
440	506	16469
442	516	16471
442	519	16471
449	511	16472
447	503	16467
426	495	16479
409	487	16485
420	491	16474
422	485	16467
417	492	16470
433	498	16490
443	503	16501
434	504	16489
436	490	16470
435	494	16462
431	506	16456
435	511	16455
443	504	16471
441	503	16479
429	506	16495
431	497	16488
429	497	16473
428	494	16479
447	477	16482
463	491	16480
462	500	16490
457	490	16499
452	502	16486
457	503	16481
455	493	16483
436	479	16484
438	480	16482
453	492	16471
453	491	16465
447	496	16468
440	508	16480
429	511	16486
437	493	16473
436	481	16467
425	494	16469
437	500	16475
441	484	16477
430	477	16474
433	478	16472
437	476	16467
436	496	16469
439	493	16485
433	498	16493
435	521	16488
430	513	16478
437	504	16475
453	500	16494
456	498	16485
448	494	16471
431	491	16485
438	490	16498
451	493	16480
433	491	16467
421	498	16476
423	512	16478
432	519	16473
447	511	16474
435	499	16466
446	502	16471
457	491	16494
443	486	16499
442	501	16503
437	506	16495
430	498	16485
428	504	16493
434	510	16489
430	497	16470
434	496	16457
450	488	16450
460	486	16466
466	500	16488
459	502	16485
447	504	16488
433	509	16497
414	515	16501
406	510	16482
415	496	16462
440	494	16463
453	493	16464
457	509	16467
479	516	16474
478	501	16478
451	502	16477
439	495	16477
441	499	16461
444	510	16459
439	500	16474
427	493	16474
422	495	16479
424	499	16484
443	508	16487
445	506	16483
433	499	16473
437	508	16473
451	504	16479
464	500	16479
456	509	16487
438	503	16489
432	493	16484
432	500	16478
439	504	16477
453	502	16475
450	510	16463
452	500	16476
459	487	16489
455	496	16479
436	506	16482
425	507	16482
421	503	16474
416	503	16483
428	504	16495
432	497	16502
439	490	16500
443	492	16499
435	496	16489
428	499	16470
424	497	16458
432	475	16464
431	480	16485
426	501	16498
439	503	16490
451	498	16486
445	486	16496
432	496	16474
425	508	16456
416	494	16461
424	494	16459
435	503	16483
434	497	16498
444	497	16496
449	494	16518
436	492	16521
440	503	16501
445	506	16485
427	503	16464
420	506	16468
434	503	16472
444	498	16458
433	496	16468
432	501	16483
430	504	16488
427	493	16502
429	490	16504
435	491	16489
438	498	16486
427	495	16481
426	498	16477
436	501	16461
454	488	16446
451	486	16460
423	480	16474
423	481	16490
430	499	16488
423	504	16487
440	499	16496
443	504	16469
437	507	16449
434	508	16461
416	502	16467
423	501	16455
428	505	16463
418	516	16480
426	519	16482
431	502	16481
449	497	16473
471	499	16470
457	502	16483
433	491	16487
419	492	16476
421	499	16461
426	487	16464
433	487	16461
443	486	16464
443	495	16475
442	493	16475
437	491	16483
427	497	16479
433	492	16472
446	484	16470
425	496	16454
417	510	16465
433	500	16481
451	490	16478
454	494	16479
430	502	16478
431	492	16508
458	491	16522
458	499	16492
434	497	16469
439	500	16463
457	506	16461
454	496	16454
439	496	16448
422	504	16455
421	496	16473
436	502	16482
441	512	16488
442	503	16498
437	481	16518
452	510	16577
437	502	16510
417	497	16397
430	529	16358
427	481	16375
442	497	16476
425	502	16527
417	488	16569
443	517	16587
430	513	16514
424	508	16433
432	499	16407
427	499	16423
433	503	16450
439	497	16487
435	501	16506
430	506	16503
443	509	16509
460	507	16505
453	499	16495
435	508	16492
435	513	16493
433	514	16488
416	512	16466
418	503	16449
434	509	16454
443	513	16470
447	509	16487
452	506	16503
450	496	16524
459	496	16532
472	499	16499
442	499	16473
440	508	16461
464	506	16386
458	491	16382
435	476	16493
452	499	16544
460	508	16583
416	492	16559
426	505	16470
436	495	16423
426	493	16395
438	516	16401
436	506	16441
433	495	16495
449	484	16512
453	490	16503
452	509	16486
450	504	16467
437	503	16480
433	503	16487
447	491	16462
436	484	16460
431	486	16476
442	508	16468
438	514	16462
443	515	16468
430	527	16493
429	509	16508
433	496	16496
426	499	16488
437	484	16474
442	492	16461
438	501	16454
426	504	16464
430	509	16481
444	502	16474
438	501	16466
431	501	16475
443	490	16481
446	485	16477
445	489	16490
455	486	16488
449	505	16478
437	496	16469
422	491	16464
418	517	16471
424	517	16466
429	513	16476
424	504	16479
429	499	16467
431	497	16474
425	487	16482
441	491	16472
456	493	16485
442	504	16500
430	531	16496
440	533	16482
447	512	16480
448	504	16496
445	497	16499
443	491	16504
438	499	16507
437	504	16483
441	510	16456
424	520	16464
431	511	16469
441	493	16467
426	494	16477
432	496	16487
432	500	16479
430	495	16455
438	509	16461
431	518	16476
423	513	16465
432	511	16464
